시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
오산시 보건소,경기도,오산시,41370,경기도 오산시 경기동로 59,경기도 오산시 오산동 25,37.15936876,127.0778335,1층 민원실 내부,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산시청,경기도,오산시,41370,경기도 오산시 성호대로 141,경기도 오산시 오산동 915,37.14903553,127.0776653,1층 노인장애인과 앞,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
세마역,경기도,오산시,41370,경기도 오산시 세마역로 88,경기도 오산시 세교동 244-5,37.1869832,127.0430618,"1,2번 타는 곳 내부 통로",5:00,23:00,5:00,23:00,5:00,23:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산세교종합복지관,경기도,오산시,41370,경기도 오산시 수청로 192,경기도 오산시 금암동 512,37.17775298,127.0448358,장애인 전용주차장 쪽 건물 입구 안쪽,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산역,경기도,오산시,41370,경기도 오산시 역광장로 59,경기도 오산시 오산동 603-116,37.14589518,127.0668449,대합실 앞,5:00,23:00,5:00,23:00,5:00,23:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산남부종합사회복지관,경기도,오산시,41370,경기도 오산시 오산로132번길 28-5,경기도 오산시 원동 404-10,37.13856495,127.0723256,1층 로비 안내데스크 옆,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산대역,경기도,오산시,41370,경기도 오산시 청학로 236,경기도 오산시 수청동 435-1,37.16939144,127.0630645,"1,2번 출구 좌측 ATM기 옆",5:00,23:00,5:00,23:00,5:00,23:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산중증장애인센터,경기도,오산시,41370,경기도 오산시 대호로117번길 43,경기도 오산시 궐동 608-1,37.16360991,127.0537111,내부,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산 실버케어센터,경기도,오산시,41370,경기도 오산시 황새로149번길 55,경기도 오산시 누읍동 644,37.13996853,127.056237,1층 현관 앞,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산종합운동장,경기도,오산시,41370,경기도 오산시 경기동로 15,경기도 오산시 오산동 49,37.15685632,127.0726163,보장구수리센터 입구 앞,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
오산시청,경기도,오산시,41370,경기도 오산시 성호대로 141,경기도 오산시 오산동 915,37.14903553,127.0776653,1층 서측 출입구 무인민원발급기 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
대원동 행정복지센터,경기도,오산시,41370,경기도 오산시 오산로132번길 28,경기도 오산시 원동 404-8,37.1386197,127.0717165,행정복지센터 출입구 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
양주2동행정복지센터,경기도,양주시,41630,경기도 양주시 고읍로 77,경기도 양주시 만송동 695,37.796836,127.0803459,2층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,양주2동행정복지센터,031-8082-7732,2020-09-15,5590000,경기도 양주시
회천2동행정복지센터,경기도,양주시,41630,경기도 양주시 평화로 1475번길 39,경기도 양주시 덕계동 467-8,37.821655,127.046714,정문 도서반납기 옆,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,N,회천2동행정복지센터,031-8082-7817,2020-09-15,5590000,경기도 양주시
회천3동행정복지센터,경기도,양주시,41630,경기도 양주시 회정로 143,경기도 양주시 덕정동 206-6,37.8378283,127.068944,행정복지센터 앞,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,N,회천3동행정복지센터,031-8082-7833,2020-09-15,5590000,경기도 양주시
회천4동행정복지센터,경기도,양주시,41630,경기도 양주시 옥정로 397-7,경기도 양주시 옥정동 975-2,37.83724094,127.0901686,행정복지센터 1층 출입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,회천4동행정복지센터,031-8082-7856,2020-09-15,5590000,경기도 양주시
양주희망도서관,경기도,양주시,41630,경기도 양주시 삼숭로38번길 78-47,경기도 양주시 삼숭동 202-36,37.795734,127.107258,희망도서관 3층 로비,9:00,22:00,9:00,22:00,9:00,22:00,2,Y,Y,양주시평생교육진흥원,031-8082-7463,2020-09-15,5590000,경기도 양주시
양주국민체육센터,경기도,양주시,41630,경기도 양주시 고읍남로 172,경기도 양주시 광사동 700,37.78853622,127.0838517,양주국민체육센터 입구,6:00,22:00,9:00,18:00,9:00,18:00,2,Y,Y,양주시 시설관리공단,031-828-9717,2020-09-15,5590000,경기도 양주시
양주시에코스포츠센터,경기도,양주시,41630,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4,37.89483848,127.010668,에코스포츠센터 입구,6:00,21:00,9:00,17:00,9:00,17:00,2,Y,Y,양주시 시설관리공단,031-828-9717,2020-09-15,5590000,경기도 양주시
양주도담학교,경기도,양주시,41630,경기도 양주시 옥정서로 5길 121,경기도 양주시 옥정동 866-11,37.8338562,127.0813175,도담학교 입구,9:00,16:30,0:00,0:00,0:00,0:00,2,Y,Y,양주시 장애인자립생활센터,031-841-6121,2020-09-15,5590000,경기도 양주시
양주시장애인자립생활센터,경기도,양주시,41630,"경기도 양주시 고읍남로191번길 69-21, 1층",경기도 양주시 광사동 680-7,37.79062124,127.0810022,양주시장애인자립생활센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,양주시 장애인자립생활센터,031-841-6121,2020-09-15,5590000,경기도 양주시
양주시장애인자립생활센터 덕정교육관,경기도,양주시,41630,경기도 양주시 회정로 83-27,경기도 양주시 덕정동 280-26,37.83804835,127.0620595,덕정교육관 입구,9:00,18:00,13:00,15:00,13:00,15:00,2,Y,Y,양주시 장애인자립생활센터,031-841-6121,2020-09-15,5590000,경기도 양주시
양주시시설관리공단,경기도,양주시,41630,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.81249951,126.9723084,1층 체육관 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,양주시 시설관리공단,031-828-9717,2020-09-15,5590000,경기도 양주시
양주시장애인복지회 양주시지회,경기도,양주시,41630,경기도 양주시 회정로 80,경기도 양주시 덕정동 276-5,37.83617061,127.0623442,장애인 식생활체험관 내,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,양주시 장애인복지회 양주시지회,031-878-5104,2020-09-15,5590000,경기도 양주시
양구군노인복지센터,강원도,양구군,43200,강원도 양구군 양구읍 비봉로 46-11,,38.10622497,127.9877881,2층 로비,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,노인장애인부서,033-480-2286,2020-06-30,4320000,강원도 양구군
남면주민자치센터,강원도,양구군,43200,강원도 양구군 남면 삼팔선로9,,38.10846384,128.0345561,청사현관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,주민생활지원부서,033-480-2936,2020-06-30,4320000,강원도 양구군
동면주민자치센터,강원도,양구군,43200,강원도 양구군 동면 금강산로 1693,,38.20228769,128.0435133,청사현관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,주민생활지원부서,033-480-2625,2020-06-30,4320000,강원도 양구군
방산면주민자치센터,강원도,양구군,43200,강원도 양구군 방산면 장거리길 21,,38.20907553,127.9493984,청사현관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,주민생활지원부서,033-480-2954,2020-06-30,4320000,강원도 양구군
해안면주민자치센터,강원도,양구군,43200,강원도 양구군 해안면 펀치볼로 1307,,38.28513971,128.1371197,청사현관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,주민생활지원부서,033-480-2965,2020-06-30,4320000,강원도 양구군
아름채노인복지관,경기도,의왕시,41430,경기도 의왕시 문화공원로 47,경기도 의왕시 고천동 100,37.34277523,126.9725044,아름채노인복지관 1층 강당입구 앞,9:00,18:00,9:00,16:00,0:00,0:00,2,N,Y,아름채노인복지관,031-427-0580,2020-08-31,4030000,경기도 의왕시
사랑채노인복지과,경기도,의왕시,41430,경기도 의왕시 복지로 109,경기도 의왕시 내손동 849-2,37.3875292,126.981612,사랑채노인복지관 1층 로비 자판기 앞,9:00,18:00,9:00,16:00,0:00,0:00,2,N,Y,사랑채노인복지관,031-425-3676,2020-08-31,4030000,경기도 의왕시
희망나래장애인복지관,경기도,의왕시,41430,경기도 의왕시 오전로 27,경기도 의왕시 고천동 497-1,37.34866605,126.981145,희망나래장애인복지관 1층 안내데스크 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,희망나래장애인복지관,031-467-7300,2020-08-31,4030000,경기도 의왕시
장애인재활자립작업장,경기도,의왕시,41430,경기도 의왕시 고산로 25,경기도 의왕시 고천동 439-212,37.35186745,126.9686094,장애인재활자립장 1층 출입문 앞,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,지체장애인,031-456-6112,2020-08-31,4030000,경기도 의왕시
청계종합사회복지관,경기도,의왕시,41430,경기도 의왕시 덕장로 19,경기도 의왕시 청계동 983,37.39132563,126.9950753,청계종합사회복지관 1층 로비,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,청계종합사회복지관,031-345-2186,2020-08-31,4030000,경기도 의왕시
세마동 행정복지센터,경기도,오산시,41370,경기도 오산시 독산성로 419,경기도 오산시 세교동 595-2,37.18830037,127.0408236,1층 로비,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
중앙도서관,경기도,오산시,41370,경기도 오산시 운암로 85,경기도 오산시 오산동 920-3,37.153836,127.0769317,1층 로비 안내데스크 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,경기도 오산시,031-8036-7453,2020-09-16,4000000,경기도 오산시
울산 남구 야음장생포동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 여천로12번길 50,울산광역시 남구 야음동 370-6,35.52004474,129.3399416,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 야음장생포동 행정복지센터,052-226-2614,2020-06-30,3700000,울산광역시 남구
울산 남구 대현동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 수암로 182,울산광역시 남구 야음동 675-4,35.52652655,129.3267859,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 대현동 행정복지센터,052-226-3481,2020-06-30,3700000,울산광역시 남구
마산장애인복지관,경상남도,창원시,48125,경상남도 창원시 마산합포구 반월서7길 59,경상남도 창원시 마산합포구 신월동 29-70,35.1943927,128.5590599,마산장애인복지관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산합포구청,055-212-4386,2020-07-14,5670000,경상남도 창원시
마산회원구청,경상남도,창원시,48127,경상남도 창원시 마산회원구 삼호로 63,경상남도 창원시 마산합포구 중앙동3가 4-1,35.2219517,128.5795821,마산회원구청,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산회원구청,055-230-4335,2020-07-14,5670000,경상남도 창원시
내서읍사무소,경상남도,창원시,48127,경상남도 창원시 마산회원구 내서읍 중리상곡로 65,경상남도 창원시 마산회원구 내서읍 중리 1049-1,35.24678553,128.5076517,내서읍사무소,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산회원구청,055-230-4335,2020-07-14,5670000,경상남도 창원시
수택2동 행정복지센터,경기도,구리시,41310,경기도 구리시 원수택로12번길 16,경기도 구리시 수택동 445-28번지,37.593155,127.140078,1층 출입구 우측,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
회원1동주민센터,경상남도,창원시,48127,경상남도 창원시 마산회원구 회원동11길 7,경상남도 창원시 마산회원구 회원동 62-4,35.2183732,128.5740826,회원1동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산회원구청,055-230-4335,2020-07-14,5670000,경상남도 창원시
합성2동주민센터,경상남도,창원시,48127,경상남도 창원시 마산회원구 합성남8길 46,경상남도 창원시 마산회원구 합성동 205-5,35.2390187,128.5867848,합성2동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산회원구청,055-230-4335,2020-07-14,5670000,경상남도 창원시
웅동2동주민센터,경상남도,창원시,48129,경상남도 창원시 진해구 용재로 46,경상남도 창원시 진해구 용원동 1218-2,35.1011466,128.8147597,웅동2동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,진해구청,055-548-4335,2020-07-14,5670000,경상남도 창원시
충무동주민센터,경상남도,창원시,48129,경상남도 창원시 진해구 중원로74번길 6,경상남도 창원시 진해구 대흥동 10-1,35.1505049,128.6603575,충무동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,진해구청,055-548-4335,2020-07-14,5670000,경상남도 창원시
석동주민센터,경상남도,창원시,48129,경상남도 창원시 진해구 돌리로 3,경상남도 창원시 진해구 석동 328-13,35.1586265,128.7000495,석동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,진해구청,055-548-4335,2020-07-14,5670000,경상남도 창원시
진해장애인복지관,경상남도,창원시,48129,경상남도 창원시 진해구진해대로 1101,경상남도 창원시 진해구 풍호동 1,35.13143307,128.7101598,진해장애인복지관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,진해구청,055-548-4335,2020-07-14,5670000,경상남도 창원시
원당주공아파트,강원도,삼척시,42230,강원도 삼척시 원당로2길 20,강원도 삼척시 원당동 171,37.43852736,129.1523791,원당주공아파트 내,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,삼척시 사회복지과,033-570-3327,2020-08-03,4240000,강원도 삼척시
울산장애인자립생활센터,울산광역시,남구,31140,울산광역시 남구돋질로 131,울산광역시 남구 신정동 168-8,35.54022178,129.3198328,장애인복지지설,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산광역시 남구,052-226-6932,2020-06-30,3700000,울산광역시 남구
울산지체장애인협회남구지회,울산광역시,남구,31140,울산광역시 남구 삼산중로131번길 26-1,울산광역시 남구 삼산동 1466-3,35.54464678,129.3329625,장애인복지지설,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산광역시 남구,052-226-6932,2020-06-30,3700000,울산광역시 남구
울산시청,울산광역시,남구,31140,울산광역시 남구 중앙로 201,울산광역시 남구 신정동 646-4,35.5379449,129.3112605,장애인복지지설,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산광역시 남구,052-226-6932,2020-06-30,3700000,울산광역시 남구
울산남구청,울산광역시,남구,31140,울산광역시 남구 돋질로233,울산광역시 남구 달동 1320-1,35.54373848,129.3295178,본관 출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산광역시 남구,052-226-6932,2020-06-30,3700000,울산광역시 남구
울산 남구 신정1동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 월평로 9번길 7,울산광역시 남구 신정동 639-2,35.54133993,129.3065519,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 신정1동 행정복지센터,052-226-2519,2020-06-30,3700000,울산광역시 남구
울산 남구 신정2동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 봉월로 20번길 9,울산광역시 남구 신정동 1210-9,35.53465621,129.3078438,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 신정2동 행정복지센터,052-226-2529,2020-06-30,3700000,울산광역시 남구
울산 남구 신정3동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 월평로 103번길 18,울산광역시 남구 신정동 294-4,35.54506346,129.3163833,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 신정3동 행정복지센터,052-226-2834,2020-06-30,3700000,울산광역시 남구
울산 남구 신정4동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 수암로 64번길 16,울산광역시 남구 신정동 880-9,35.52934792,129.3144282,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 신정4동 행정복지센터,052-226-2545,2020-06-30,3700000,울산광역시 남구
울산 남구 신정5동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 월평로 147,울산광역시 남구 신정동 80-23,35.54487841,129.3214204,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 신정5동 행정복지센터,052-226-2855,2020-06-30,3700000,울산광역시 남구
울산 남구 달동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 돋질로 92번길 28,울산광역시 남구 달동 864-3,35.53635523,129.3165275,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 달동 행정복지센터,052-226-2865,2020-06-30,3700000,울산광역시 남구
울산 남구 삼산동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 삼산중로 131번길 36,울산광역시 남구 삼산동 1513-13,35.54441555,129.3318669,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 삼산동 행정복지센터,052-226-2871,2020-06-30,3700000,울산광역시 남구
울산 남구 삼호동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 삼호로 15,울산광역시 남구 무거동 1443-1,35.55000191,129.2660075,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 삼호동 행정복지센터,052-226-2585,2020-06-30,3700000,울산광역시 남구
울산 남구 무거동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 대학로 147번길 38,울산광역시 남구 무거동 1522-2,35.55096443,129.2607178,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 무거동 행정복지센터,052-226-2596,2020-06-30,3700000,울산광역시 남구
울산 남구 옥동 행정복지센터,울산광역시,남구,31140,울산광역시 남구 문수로 369번길 5,울산광역시 남구 옥동 1402-6,35.53527577,129.293872,출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,울산 남구 옥동 행정복지센터,052-226-2908,2020-06-30,3700000,울산광역시 남구
영주시장애인종합복지관,경상북도,영주시,47210,경상북도 영주시 원당로 52번길 25,경상북도 영주시 휴천동 42-1,36.81891814,128.6231862,정문 입구,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,영주시장애인종합복지관,054-633-6415,2020-09-25,5090000,경상북도 영주시
장애인종합복지관,울산광역시,중구,36900,울산광역시 중구 백양로 160,,35.57702422,129.321925,지하 출입구 오른쪽,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,울산광역시 장애인종합복지관,052-248-5914,2020-09-22,6310000,울산광역시
대구안식원,대구광역시,북구,27230,대구광역시 북구 복현로20길 52,대구광역시 북구 복현동 45,35.90384538,128.6228264,대구안식원 2층 올라가는 경사로 중간 복도,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,대구안식원,053-381-1560,2020-09-18,3450000,대구광역시 북구
성보재활원,대구광역시,북구,27230,대구광역시 북구 동북로 71길 9-29,대구광역시 북구 복현동 315,35.89337678,128.6300858,성보재활원 1층 사무실 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,성보재활원,053-941-8328,2020-09-18,3450000,대구광역시 북구
구리시청,경기도,구리시,41310,경기도 구리시 아차산로439,경기도 구리시 교문동 390-1번지,37.59434231,127.129619,1층,0:00,0:00,0:00,0:00,0:00,0:00,1,N,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
교문1동 행정복지센터,경기도,구리시,41310,경기도 구리시 경춘로111,경기도 구리시 교문동 262-4번지,37.60123097,127.127657,1층 출입문 좌측,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
교문2동 행정복지센터,경기도,구리시,41310,경기도 구리시 장자대로34,경기도 구리시 교문동 821번지,37.58706434,127.134187,1층 출입구 우측,9:00,18:00,9:00,12:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
수택1동 행정복지센터,경기도,구리시,41310,경기도 구리시 검배로93번길 35,경기도 구리시 수택동 495-8번지,37.596419,127.149148,1층 출입구 좌측,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
인창동 행정복지센터,경기도,구리시,41310,경기도 구리시 응달말로46,경기도 구리시 인창동 576-6번지,37.60453162,127.134966,1층 출입구 좌측,9:00,18:00,9:00,12:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
동구동 행정복지센터,경기도,구리시,41310,경기도 구리시 동구릉로148번길 25,경기도 구리시 인창동 699-1번지,37.611735,127.139358,1층 출입구 오른쪽,8:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리역,경기도,구리시,41310,경기도 구리시 건원대로 34번길 32-29,경기도 구리시 인창동 244-2,37.60333376,127.143614,대합실,5:00,0:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
갈매역,경기도,구리시,41310,경기도 구리시 경춘북로229,경기도 구리시 갈매동 502-39번지,37.63397726,127.114708,내부 엘리베이터 옆,5:00,0:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
장애인미디어인권협회,경기도,구리시,41310,경기도 구리시 인창동 671-3,경기도 구리시 인창동 671-3,37.605259,,사무실 내부,8:30,18:00,0:00,0:00,0:00,0:00,1,N,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
장자호수공원,경기도,구리시,41310,경기도 구리시 수택동 687,경기도 구리시 수택동 687,37.585134,127.141872,공원입구 도로변,0:00,0:00,0:00,0:00,0:00,0:00,1,N,N,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리시장애인종합복지관,경기도,구리시,41310,경기도 구리시 이문안로 86-1,경기도 구리시 수택동 851-1번지,37.591515,127.141046,복지관입구 좌측,9:00,18:00,9:00,15:00,0:00,0:00,1,N,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리보건소,경기도,구리시,41310,구리시 건원대로34번길 84 구리보건소경기 구리시 건원대로34번길 84,경기도 구리시 인창동 674-3,37.60473625,127.145098,1층 출입구,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
한양대 구리병원,경기도,구리시,41310,경기 구리시 경춘로 153,경기도 구리시 교문동 249-1,37.60127502,127.1325073,신관 1층,0:00,0:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리시지체장애인협회 이동기기수리센터,경기도,구리시,41310,경기도 구리시 경춘로20번길 22,경기도 구리시 교문동 산34-4,37.5999927,127.1163957,이동기기수리센터 내부,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리시 행정복지센터,경기도,구리시,41310,경기 구리시 체육관로 74,경기도 구리시 수택동 848,37.59160702,127.1380196,1층 내 로비,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리시장애인종합복지관,경기도,구리시,41310,경기 구리시 이문안로 86-1,경기도 구리시 수택동 851-1,37.591556,127.141086,1층 출입문,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
구리시사회복지관,경기도,구리시,41310,경기 구리시 벌말로129번길 50,경기도 구리시 토평동 984,37.58919687,127.14639,1층 정문,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
롯데백화점 구리점,경기도,구리시,41310,경기 구리시 경춘로 261 롯데백화점구리점경기 구리시 경춘로 261,경기도 구리시 인창동 677,37.602701,127.143747,2층 연결통로 인근 E/L 홀,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,구리시청,031-550-8964,2020-07-30,3980000,경기도 구리시
남해군종합사회복지관,경상남도,남해군,48840,경상남도 남해군 남해읍 망운로 32,,34.83853773,127.8904305,1층 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,경상남도 남해군청,055-860-3843,2020-09-18,5430000,경상남도 남해군
창원시청,경상남도,창원시,48121,경상남도 창원시 의창구 중앙대로 151,경상남도 창원시 의창구 용호동 1,35.22896813,128.6817674,창원시청,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,경상남도 창원시,055-225-3937,2020-07-14,5670000,경상남도 창원시
동읍사무소,경상남도,창원시,48121,경상남도 창원시 의창구 동읍 동읍로 88,"경상남도 창원시 의창구 동읍 용잠리 575-2, 1158-6, 1158-36",35.28470363,128.6824886,동읍사무소,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,경상남도 창원시 의창구,055-212-4386,2020-07-14,5670000,경상남도 창원시
창원시장애인종합복지관,경상남도,창원시,48121,경상남도 창원시 의창구 봉곡로97번길 87,경상남도 창원시 의창구 봉곡동 180-6,35.25041921,128.6795386,창원시장애인종합복지관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,경상남도 창원시 의창구,055-212-4386,2020-07-14,5670000,경상남도 창원시
창원시시립곰두리체육센터,경상남도,창원시,48121,경상남도 창원시 의창구 원이대로114번길 6,경상남도 창원시 의창구 도계동 470,35.2532239,128.636924,창원시시립곰두리체육센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,경상남도 창원시 의창구,055-212-4386,2020-07-14,5670000,경상남도 창원시
성산구청,경상남도,창원시,48123,경상남도 창원시 성산구 창원대로 1086,경상남도 창원시 성산구 성주동 5,35.19830306,128.7027948,성산구청,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,성산구청,055-272-4385,2020-07-14,5670000,경상남도 창원시
상남동주민센터,경상남도,창원시,48123,경상남도 창원시 성산구 동산로 73,경상남도 창원시 성산구 상남동 89-4,35.2159875,128.6873774,상남동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,성산구청,055-272-4385,2020-07-14,5670000,경상남도 창원시
웅남동주민센터,경상남도,창원시,48123,경상남도 창원시 성산구 신촌로 50,경상남도 창원시 성산구 신촌동 14,35.2053567,128.6271836,웅남동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,성산구청,055-272-4385,2020-07-14,5670000,경상남도 창원시
마산합포구청,경상남도,창원시,48125,경상남도 창원시 마산합포구 3·15대로 210,경상남도 창원시 마산합포구 중앙동3가 4-11,35.196927,128.567836,마산합포구청,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산합포구청,055-212-4386,2020-07-14,5670000,경상남도 창원시
